total_sqft,bath,location,price,size
1105,2,Banaswadi,5700000,2 BHK
1110,2,Thanisandra,4650000,2 BHK
708,1,Dasanapura,4100000,1 BHK
1600,3,"Banashankari 3rd stage, Vivekanandanagar",10000000,3 BHK
3122,6,Thigalarapalya,25000000,4 BHK
1205,2,Sarjapur  Road,3700000,2 BHK
1450,2,5th Phase JP Nagar,7300000,3 BHK
750,4,Thyagaraja Nagar,12500000,4 Bedroom
540,1,Annaiah Reddy Layout,2200000,1 Bedroom
1200,2,Dasarahalli,4200000,2 BHK
1200,5,Nagarbhavi,26000000,5 Bedroom
1837,2,Kalena Agrahara,9500000,3 BHK
1346,2,Whitefield,7601000,2 BHK
1012,2,Balagere,6800000,2 BHK
1950.2,3,Gopalapura,19300000,3 BHK
1125,2,Atmananda Colony,5500000,2 BHK
1500,2,Kaggadasapura,6000000,3 BHK
1197,2,Harlur,7990000,2 BHK
1100,2,BTM 2nd Stage,4700000,2 BHK
1563,2,Channasandra Layout,5200000,3 BHK
2240,4,4th Block Jayanagar,70000000,7 Bedroom
3729,4,Hebbal Kempapura,38400000,4 BHK
1600,3,Sarjapur  Road,12000000,3 Bedroom
1715,3,Green Glen Layout,12000000,3 BHK
2400,4,Bannerghatta Road,18000000,4 Bedroom
1151,2,Ramagondanahalli,4250000,2 BHK
1200,6,Banaswadi,22000000,6 Bedroom
1123,2,Uttarahalli,6000000,2 BHK
1276,2,Whitefield,6950000,2 BHK
1315,2,Yelahanka,7700000,2 BHK
1325,2,R.T. Nagar,5200000,2 BHK
1600,3,Varthur,6320000,3 BHK
1299,2,Kodichikkanahalli,5800000,2 BHK
953,2,Haralur Road,9000000,2 BHK
1000,1,Varthur,6500000,2 BHK
1100,2,Mallasandra,7630000,3 BHK
1075,2,Yelahanka,3353000,3 BHK
1450,3,Kanakpura Road,5100000,3 BHK
5515,6,Iblur Village,42500000,5 BHK
950,1,Bellandur,4000000,1 BHK
1200,3,Basaveshwara Nagar,18000000,5 Bedroom
1013,2,Amam Enclave Layout,6000000,2 BHK
1140,2,Hennur Road,5600000,2 BHK
2100,3,4th T block Jayanagar,22000000,3 BHK
1430,3,Yelahanka,6100000,3 BHK
600,3,Ilyas Nagar,9500000,4 Bedroom
1600,3,Anantapura,7700000,3 BHK
1190,2,Ayappa Nagar,4800000,2 BHK
1625,3,Ashwath Nagar,9500000,3 BHK
1210,2,Classic Paradise Layout,5300000,2 BHK
1615,3,Lakshminarayana Pura,15000000,3 BHK
1180,2,Kalena Agrahara,8500000,2 BHK
1500,2,Nagasandra,9100000,2 Bedroom
850,2,Bellandur,4500000,2 BHK
1130,2,Kothanur,5500000,2 BHK
907,2,CV Raman Nagar,3800000,2 BHK
1300,2,HRBR Layout,9000000,2 BHK
1891,3,Hennur Road,11000000,3 BHK
1735,3,Hennur Road,7800000,3 BHK
1075,2,Bisuvanahalli,3300000,3 BHK
24Sq. Meter,5,Gowdanapalya,7500000,5 BHK
2040,4,Kumaraswami Layout,12300000,7 BHK
1600,5,Jayanti Nagar,14000000,5 Bedroom
1160,2,Doddakammanahalli,5500000,2 BHK
930,1,Tasker Town,5500000,2 BHK
1010,2,Devanahalli,5800000,2 BHK
1221,2,Electronic City,6800000,2 BHK
2400,4,Banashankari,47000000,4 Bedroom
1108,2,Hoodi,8748000,2 BHK
1000,4,Vidyaranyapura,12000000,4 Bedroom
1370,2,Sarjapur  Road,7000000,2 BHK
920,2,Banashankari Stage V,4150000,2 BHK
1277,2,Bhoganhalli,7989000,2 BHK
1213,2,Horamavu Agara,3810000,2 BHK
1653,3,Singasandra,8500000,3 BHK
2400,3,Sarjapur,14000000,4 Bedroom
3000,5,1st Block Koramangala,50000000,4 BHK
1600,4,Kothanur,25000000,4 Bedroom
1321,2,Electronics City Phase 1,4000000,3 BHK
1570,3,Kanakpura Road,6800000,3 BHK
1150,8,Hessarghatta,7000000,8 Bedroom
1053,2,Nallurhalli,4400000,2 BHK
1325,2,Hoysalanagar,5600000,3 BHK
1169,2,manyata,5011000,2 BHK
1274,2,Badavala Nagar,9000000,2 BHK
1317,2,Whitefield,5200000,2 BHK
1195,2,Lakshminarayana Pura,7500000,2 BHK
2528 - 3188,4,Whitefield,13700000,4 BHK
940,2,Kammasandra,3500000,2 BHK
1820,3,Budigere,9550000,3 BHK
1450,3,Kanakpura Road,5360000,3 BHK
1615,3,Whitefield,9690000,3 BHK
2200,2,Nagarbhavi,9900000,3 BHK
985,2,Subramanyapura,6250000,2 BHK
1116,2,Electronics City Phase 1,3300000,2 BHK
1105,2,Kaggadasapura,3950000,2 BHK
1220,2,Whitefield,5500000,2 BHK
1400,3,Hoodi,7400000,3 BHK
2400,3,Bhuvaneswari Nagar,18500000,4 Bedroom
850,3,Anandapura,6300000,3 Bedroom
1000,2,Uttarahalli,3500000,2 BHK
1660,3,Bannerghatta Road,8000000,3 BHK
1165,2,Old Madras Road,5200000,2 BHK
1153,2,Budigere,5600000,2 BHK
1270,2,Bannerghatta Road,4500000,2 BHK
1070,2,2nd Phase JP Nagar,3800000,2 BHK
1427,2,RWF West Colony,8500000,3 BHK
1420,2,Banashankari Stage III,9500000,3 BHK
1600,5,Kothanur,13000000,4 Bedroom
2031,2,Langford Town,20000000,2 BHK
1454,2,Bellandur,9000000,2 BHK
1116,2,Whitefield,4876000,2 BHK
2000,3,Maruthi Sevanagar,18000000,4 Bedroom
1062,2,Hessarghatta,5000000,2 BHK
700,1, Mysore Highway,2550000,1 BHK
1405,2,JP Nagar,9900000,2 BHK
1100,2,Doddathoguru,5000000,2 BHK
2153,4,Chikka Tirupathi,12000000,3 Bedroom
1200,3,Kammagondahalli,12000000,3 Bedroom
2135,3,Ulsoor,17000000,3 BHK
1068,2,Pai Layout,4800000,2 BHK
940,2,Doddathoguru,3290000,2 BHK
1063,2,Hosa Road,3279000,2 BHK
1382,2,Brookefield,8450000,2 BHK
936,2,Harlur,4500000,2 BHK
1400,2,KR Puram,6000000,3 BHK
475,1,Sarjapur  Road,2600000,1 BHK
1200,2,LIC Colony,11500000,2 BHK
1450,3,Glass Factory Layout,6500000,3 BHK
1162,2,Kudlu,5200000,2 BHK
1161,2,Hosa Road,4875000,2 BHK
1623.29,2,Green Glen Layout,10500000,3 BHK
1260,2,Brookefield,7000000,2 BHK
1672,3,Billekahalli,19000000,4 Bedroom
3000,4,Seegehalli,24000000,3 Bedroom
1500,2,Murugeshpalya,7000000,3 BHK
650 - 760,1,Budigere,3454500,1 BHK
1650,6,Gaurava Nagar,20000000,5 Bedroom
2000,3,Dollars Colony,20000000,3 BHK
1675,1,Thyagaraja Nagar,24100000,1 Bedroom
1200,3,Electronic City,15000000,3 Bedroom
1100,2,Nagarbhavi,4620000,2 BHK
1400,2,Whitefield,5600000,3 BHK
2257,3,Ramagondanahalli,15500000,3 BHK
1153,2,Budigere,5650000,2 BHK
1197,2,Sarjapur  Road,5686000,2 BHK
1150,2,Siddapura,9000000,2 BHK
595,1,Akshayanagara East,4000000,1 BHK
1837,3,Hoodi,11000000,3 BHK
3750,4,Kumbalgodu,19000000,4 Bedroom
1830,3,Bellandur,9186000,3 BHK
970,2,Electronic City,3500000,2 BHK
1200,3,Hebbal Kempapura,14800000,4 Bedroom
2700,5,NRI Layout,9575000,4 Bedroom
5480,4,Siddapura,40000000,3 Bedroom
2400,5,Vidyaranyapura,13500000,4 BHK
3040,4,Sarjapur  Road,13500000,4 BHK
1168,2,Raja Rajeshwari Nagar,6600000,2 BHK
1500,3,Mallappa Layout,7500000,3 BHK
600,2,Kumaraswami Layout,7200000,2 Bedroom
1200,7,5th Phase JP Nagar,25000000,8 Bedroom
850,2,ITPL,2540000,2 BHK
935,2,Ramamurthy Nagar,3900000,2 BHK
1200,5,Ullal Road,23500000,5 Bedroom
654,1,Doddaballapur,4900000,1 BHK
1650,3,Domlur,18000000,3 BHK
5656,5,Dodsworth Layout,49900000,3 Bedroom
1300,2,Vinayak Nagar,3300000,2 BHK
950,2,Kaggalipura,6000000,2 BHK
1250,3,Silk Board,5400000,3 BHK
1425,2,Ankappa Layout,6500000,3 BHK
1165,1,Uttarahalli,4209000,2 BHK
1390,2,Kathriguppe,6949000,3 BHK
1510,3,Kalena Agrahara,7800000,3 BHK
1305,2,Thanisandra,9000000,2 BHK
1200,6,Vidyaranyapura,17000000,6 Bedroom
866,2,Kodigehaali,3200000,2 BHK
1231,2,Hulimavu,8450000,2 BHK
1360,2,Sompura,4500000,3 BHK
2500,3,Yeshwanthpur,13800000,3 BHK
1140,2,Whitefield,5500000,2 BHK
1295,2,Whitefield,6450000,2 BHK
1020,2,Hormavu,4575000,2 BHK
3504,4,Old Airport Road,26200000,4 BHK
1200,1,Sidedahalli,5000000,2 Bedroom
1100,2,Vidyaranyapura,4100000,2 BHK
4723,4,Bannerghatta Road,50000000,4 Bedroom
820,2,Kothannur,3700000,2 BHK
3508,4,Sarjapur,38600000,4 Bedroom
3700,4,Versova Layout,40000000,4 Bedroom
1354,2,Kalena Agrahara,7000000,2 BHK
2453,3,Basavangudi,25000000,4 BHK
1154,2,Garudachar Palya,5180000,2 BHK
1680,2,7th Phase JP Nagar,9200000,3 BHK
1205,2,Electronics City Phase 1,6000000,2 BHK
1400,2,Raja Rajeshwari Nagar,8600000,3 BHK
1625,3,Doopanahalli,15000000,3 BHK
1500,3,Electronic City,7300000,3 Bedroom
1520,2,Bannerghatta Road,8000000,3 BHK
1300,3,3rd Stage Raja Rajeshwari Nagar,6500000,2 BHK
1150,2,Manayata Tech Park,4700000,2 BHK
1762,3,Kadugodi,10900000,3 BHK
1153,2,Budigere,5800000,2 BHK
2650,4,Yelahanka,22300000,4 BHK
1350,2,Sompura,4700000,3 BHK
950,2,Billekahalli,5600000,2 BHK
3295,3,Jakkur,31000000,3 BHK
1515,3,Coconut Grove Layout,8050000,3 BHK
1100,2,Neeladri Nagar,3000000,2 BHK
1250,2,Byrasandra,6500000,2 BHK
1200,2,HBR Layout,12000000,2 Bedroom
2500,8,5th Phase JP Nagar,9500000,7 BHK
1200,4,Hoskote,10000000,4 Bedroom
1355,2,Yelahanka,5150000,3 BHK
1115,3,Dominic Layout,3914000,3 BHK
1275,3,8th Phase JP Nagar,4500000,3 BHK
2051,3,Padmanabhanagar,17000000,3 BHK
1470,2,BTM Layout,9900000,3 BHK
1550,2,Silver Springs Layout,7000000,3 BHK
1270,2,Bannerghatta Road,7300000,3 BHK
1600,3,Hebbal Kempapura,17000000,3 BHK
1320,2,Kudlu Gate,5000000,3 BHK
2505,3,Gopalkrishna Nagar,16500000,3 BHK
1200,2,Whitefield,7000000,2 BHK
1705,2,Chennammana Kere,8696000,3 BHK
995,2,Electronic City,4800000,2 BHK
1081,2,Horamavu Banaswadi,5200000,2 BHK
605,1,Sonnenahalli,3024000,1 BHK
567,1,Yelahanka,2500000,1 BHK
1718,3,Rajaji Nagar,27500000,2 BHK
1400 - 1421,2,Banashankari Stage VI,7038500,3 BHK
600,5,2nd Stage Nagarbhavi,13500000,3 Bedroom
1715,3,Green Glen Layout,10500000,3 BHK
3206,5,Doddaballapur,27000000,4 Bedroom
1500,4,Kundalahalli,23500000,4 Bedroom
1846,3,Bannerghatta Road,12000000,3 BHK
600,3,Coconut Garden,9000000,3 Bedroom
1015,2,Whitefield,5600000,2 BHK
4350,8,Dollars Colony,260000000,4 Bedroom
1100,2,Thanisandra,3600000,2 BHK
1965,4,Thanisandra,12500000,3 BHK
1021,2,NGR Layout,4590000,2 BHK
1230,2,Haralur Road,6765000,2 BHK
1260,2,Uttarahalli,5500000,2 BHK
2400,4,Indira Nagar,70000000,4 Bedroom
1894,4,Lingadheeranahalli,11400000,3 BHK
1500,4,2nd Stage Nagarbhavi,23300000,6 Bedroom
1231,2,Sector 2 HSR Layout,6600000,2 BHK
1800,3,R.T. Nagar,12000000,4 BHK
1650,3,KAMAKIYA,13500000,3 BHK
750,3,Kirloskar Layout,8800000,5 Bedroom
1443,2,Begur,7000000,3 BHK
886,4,Ramamurthy Nagar,12000000,4 Bedroom
925,2,Wheelers Road,6800000,2 BHK
1190,2,Alfa Garden Layout,4641000,2 BHK
1284,2,Uttarahalli,5336000,2 BHK
350,3,MM Layout,4500000,4 Bedroom
875,3,Palace Guttahalli,11500000,3 Bedroom
1325,2,Chikkalasandra,5900000,2 BHK
2400,5,Sector 6 HSR Layout,75000000,6 Bedroom
1750,3,Rajiv Gandhi Nagar,10000000,3 BHK
16335,4,Nagashetty Halli,14900000,4 BHK
747,1,Doddagubbi,2700000,1 BHK
1342,2,Electronic City,9000000,2 BHK
1113,2,Motappa Layout,5200000,2 BHK
1738,3,Devarabeesana Halli,11000000,3 BHK
1206,2,Brookefield,9000000,2 BHK
1162,2,Hebbal,5900000,2 BHK
1857,4,Sarjapur  Road,15500000,3 BHK
3500,6,Kattigenahalli,11500000,6 Bedroom
1763,3,Rajaji Nagar,24000000,2 BHK
1150,2,Uttarahalli,4599000,2 BHK
2400,5,Koramangala,55000000,4 Bedroom
1290,2,Chikkalasandra,7200000,2 BHK
3408,5,Thubarahalli,14500000,4 BHK
900,2,HBR Layout,14500000,2 Bedroom
1150,2,Sanjay nagar,7000000,2 BHK
1040,2,Banashankari,10900000,3 Bedroom
1160,2,Yeshwanthpur,6408000,2 BHK
900,2,Soundarya Layout,2700000,2 BHK
1750,3,Sarjapur  Road,18500000,4 Bedroom
2240,4,Lingadheeranahalli,16000000,4 BHK
891,2,Electronics City Phase 1,2600000,2 BHK
1000,4,Udaya Nagar,8000000,5 Bedroom
1852,3,Ambedkar Nagar,12500000,3 BHK
1323,2,Chandapura,4200000,3 BHK
1404,2,Vittasandra,6750000,2 BHK
1370,2,Dodda Nekkundi,6000000,2 BHK
1129,2,Gollarapalya Hosahalli,5000000,2 BHK
1876,3,Mahalakshmi Layout,15000000,3 BHK
1720,3,Brooke Bond First Cross,9500000,3 BHK
1200,4,Jalahalli East,8000000,4 Bedroom
1175,2,Mysore Road,8668000,2 BHK
500,1,Nagawara Junction,5100000,1 BHK
1200,5,Dasappa Layout,8500000,5 Bedroom
1200,1,Electronic City Phase II,29500000,1 BHK
1893,3,Hosa Road,13000000,3 BHK
1430,3,Whitefield,5200000,3 BHK
850,2,Green View Layout,4500000,2 BHK
1392,2,CV Raman Nagar,11000000,2 BHK
1938,3,Kanakpura Road,10500000,3 BHK
1020,2,Chennammanakere Achukattu,5200000,2 BHK
2400,2,"beml layout, basaveshwara nagar",36000000,3 Bedroom
1832,3,HBR Layout,16000000,3 BHK
1423,2,Konanakunte,8500000,3 BHK
1432,2,Jakkur,8500000,2 BHK
1350,4,2nd Block Hrbr Layout,23500000,4 Bedroom
1500,6,BTM 2nd Stage,27000000,8 Bedroom
1480,3,CV Raman Nagar,6500000,3 BHK
760,4,Lingarajapuram,9500000,3 Bedroom
1916,2,Hulimavu,15000000,3 BHK
1160,2,Yelenahalli,4408000,2 BHK
2640,2,Old Madras Road,17000000,2 BHK
1160,2,Bommanahalli,5300000,2 BHK
1500,3,Ramagondanahalli,10000000,3 BHK
1336,2,Electronic City Phase II,5035000,3 BHK
1065,2,Choodasandra,4600000,2 BHK
1294,2,Hebbal,11500000,2 BHK
1550,3,Rachenahalli,6850000,3 BHK
1005,2,Bank Of Baroda Colony,4000000,2 BHK
1430,2,7th Phase JP Nagar,10200000,3 BHK
4100,4,Frazer Town,66000000,4 BHK
1660,3,Hoodi,12500000,3 BHK
1470,2,Hennur Road,7500000,3 BHK
4000 - 4450,6,Hebbal,35900000,4 BHK
950,2,Anjanapura,3000000,2 BHK
1382,3,Doddathoguru,6500000,3 BHK
930,2,BTM 2nd Stage,4600000,2 BHK
1290,2,Vijinapura,7195000,2 BHK
1010,2,Whitefield,4500000,3 BHK
3050,4,Brookefield,13000000,4 BHK
1200,2,Dodda Nekkundi,7100000,2 BHK
1650,3,3rd Block Hrbr Layout,14000000,3 BHK
1636,3,Budigere,8800000,3 BHK
2367,3,Rajaji Nagar,32000000,3 BHK
1153,2,Budigere,5655000,2 BHK
2087.01,4,Hegde Nagar,16000000,3 BHK
1200,2,LB Shastri Nagar,4700000,2 BHK
1844,3,HSR Layout,8900000,3 BHK
142.84Sq. Meter,3,Hosa Road,11000000,3 BHK
1215,2,Begur Road,4375000,2 BHK
1194,2,Sarjapur  Road,5700000,2 BHK
1220,2,Chennappa Layout,5200000,2 BHK
3150,4,1st Block HBR Layout,15000000,4 BHK
955,2,Bommasandra,3797000,2 BHK
2000,5,Kadugondanahalli,7500000,5 Bedroom
884,2,Magadi Road,4800000,2 BHK
1250,2,Kathriguppe,6875000,2 BHK
7000,2,Bommasandra Industrial Area,13500000,2 BHK
2400,4,Dodda Nekkundi,30000000,3 Bedroom
2990,4,Harlur,22500000,4 BHK
1195,2,Bellandur,5200000,2 BHK
2559,1,Sadhguru Layout,5500000,1 BHK
1200,2,Begur,3300000,2 BHK
984,2,Sarjapur  Road,4575000,2 BHK
1089,2,Bommasandra,4000000,2 BHK
1165,2,Hennur Road,5200000,2 BHK
410,1,Chandapura,1000000,1 BHK
1482,3,Hennur,11000000,3 BHK
1200,2,Ramamurthy Nagar,6800000,2 Bedroom
1166,2,Hormavu,3497000,3 BHK
1275,2,Chikkalasandra,5546000,3 BHK
1140,2,Mico Layout,4300000,2 BHK
3734,5,Hegde Nagar,43000000,4 Bedroom
720,1,Tejaswini Nagar,2800000,1 BHK
1200,3,Nagarbhavi,22800000,3 Bedroom
1100,2,Richards Town,9000000,2 BHK
1162,2,Sector 7 HSR Layout,9877000,2 BHK
540,1,Ramamurthy Nagar,3500000,1 Bedroom
1550,2,Rachenahalli,7350000,3 BHK
1300,3,R.T. Nagar,14500000,3 Bedroom
1200,5,Ullal Road,13000000,5 Bedroom
1220,2,Chikbasavanapura,6000000,2 BHK
964,2,Doddathoguru,6200000,2 BHK
1500,3,"Electronic City Phase 1, ",5000000,3 BHK
1347,2,Sarjapur  Road,4400000,3 BHK
5000,5,"JP Nagar 8th Phase, ",25000000,4 BHK
3000,4,Bannerghatta Road,14000000,4 Bedroom
1120,2,Bannerghatta,4250000,2 BHK
600,1,Lake City,2280000,1 BHK
2321,4,Whitefield,15700000,3 BHK
540,1,Bhagyalakshmi Avenue,2400000,1 BHK
1150,2,Hebbal,5700000,2 BHK
1484,3,Sonnenahalli,7500000,3 BHK
1680,2,Ramagondanahalli,6800000,3 BHK
1650,3,Dodda Banaswadi,7800000,3 BHK
1250,3,Chuchangatta Colony,4400000,3 BHK
2072,3,Hanuman Nagar,10800000,3 BHK
1105,2,Sarjapur  Road,4000000,2 BHK
1200,2,Vidyaranyapura,6050000,2 BHK
3100,7,Kumaraswami Layout,14500000,7 Bedroom
4007,4,Whitefield,53000000,4 Bedroom
550,2,Electronic City,1600000,2 BHK
2409,3,Rajaji Nagar,39500000,3 BHK
1055,2,Old Airport Road,7500000,2 BHK
1541,3,Hosa Road,6961000,3 BHK
1370,2,Harlur,8800000,2 BHK
1224,2,Whitefield,7500000,2 BHK
650,2,Kengeri Satellite Town,5800000,4 Bedroom
1676,3,Yeshwanthpur,9213000,3 BHK
1154,2,Shree Ananth Nagar Layout,5700000,2 BHK
1610,3,Kanakpura Road,7850000,3 BHK
1057,2,Devasthanagalu,4200000,2 BHK
1157,2,Raja Rajeshwari Nagar,6500000,2 BHK
1200,4,Doddagubbi,8500000,4 Bedroom
1500,7,Dasappa Layout,13000000,7 Bedroom
980,2,Gulimangala,3500000,2 BHK
1140,2,Sarjapur  Road,4000000,2 BHK
1206,2,Raja Rajeshwari Nagar,4070000,2 BHK
575,1,Electronic City Phase II,1675000,1 BHK
1600,3,Koramangala,17000000,3 BHK
2400,4,1st Stage Indira Nagar,50000000,4 Bedroom
1300,2,Horamavu Agara,5200000,3 BHK
1270,2,Tunganagara,3556000,3 BHK
1128,2,Electronic City,6350000,2 BHK
640,1,Electronics City Phase 1,4500000,1 BHK
2400,3,4th T block Jayanagar,18500000,3 BHK
589,1,Electronic City,2900000,1 BHK
1125,2,Electronic City,2813000,2 BHK
3150,4,Sarjapur  Road,50000000,4 Bedroom
1315,2,Kundalahalli,7400000,2 BHK
300Sq. Yards,2,Billamaranahalli,15000000,2 Bedroom
1435,2,Bellandur,11500000,3 BHK
1314,2,Kadugodi,8000000,2 BHK
1875,5,Srirampura,19200000,7 Bedroom
1080,2,Nagarbhavi,4900000,2 BHK
4000,8,Nagasandra,16000000,8 Bedroom
1082,2,Mysore Road,4500000,3 BHK
1150,3,Jakkur,6500000,3 BHK
1052,2,Hennur Road,3472000,2 BHK
1045,2,Yelahanka,4500000,2 BHK
1442,3,Kodigehaali,8000000,3 BHK
1500,2,Kaggadasapura,7500000,3 BHK
1255,2,Hennur,5357000,2 BHK
1432,3,Vajarahalli,7900000,3 BHK
2100,3,Kundalahalli,15000000,3 Bedroom
1450,2,Hennur Road,8000000,2 BHK
1346,2,Sarjapur  Road,6961000,2 BHK
1200,2,Kumaraswami Layout,2900000,2 BHK
925,2,Electronic City Phase II,4982000,3 BHK
1160,2,Dasarahalli,4900000,2 BHK
1768,3,Lingadheeranahalli,8131000,3 BHK
1094,2,Kothanur,5400000,2 BHK
1500,3,Seetharampalya,9000000,3 BHK
1745,3,Gubbalala,13000000,3 BHK
2875,7,Bommanahalli,8500000,7 Bedroom
3500,3,Byadarahalli,42500000,4 BHK
1550,3,Sonnenahalli,5000000,3 BHK
2340,5,Rajiv Nagar,16000000,4 BHK
2024,3,Battarahalli,10300000,3 BHK
3100,5,Siddapura,42500000,4 Bedroom
1575,4,Jalahalli,10000000,3 BHK
6200,4,Sarjapur  Road,74400000,4 Bedroom
1265,2,BTM 2nd Stage,5500000,3 BHK
1100,2,Kengeri Satellite Town KHB Apartment,4500000,3 BHK
1160,2,Margondanahalli,6500000,2 Bedroom
615,1,Hosa Road,4308000,1 BHK
1128,2,7th Phase JP Nagar,6000000,2 BHK
1260,2,Tirumanahalli,5500000,2 BHK
1830,3,Bellandur,8989000,3 BHK
1525,2,Sarjapur,6800000,3 BHK
602,2,Yelahanka,3000000,1 BHK
3000,4,Kumaraswami Layout,40000000,7 Bedroom
1835,3,Hegde Nagar,8900000,3 BHK
1250,3,Kanakpura Road,6260000,3 BHK
1200,4,Subhash Nagar,11000000,4 Bedroom
1855,3,Murugeshpalya,9600000,3 BHK
2089,3,Sarjapur  Road,14800000,3 BHK
4800,3,Banashankari Stage VI,20000000,4 Bedroom
1200,2,Begur Road,4473000,2 BHK
1095,2,Sarjapur,4500000,2 BHK
2900,3,Ambedkar Nagar,29700000,3 Bedroom
2500,3,BTM 2nd Stage,34500000,3 BHK
1170,3,Kothanur,8000000,3 BHK
1280,2,6th Phase JP Nagar,8800000,2 BHK
1224,2,Rajaji Nagar,10500000,2 BHK
1694,3,Thanisandra,12500000,3 BHK
825,2,Electronic City,3000000,2 BHK
1612,3,Sarjapur  Road,9838000,3 BHK
1175,2,Murugeshpalya,7500000,2 BHK
600,1,Sunkadakatte,2400000,1 Bedroom
1740,3,Whitefield,8500000,3 BHK
1770,3,Carmelaram,9900000,3 BHK
1000,7,HAL 2nd Stage,26000000,8 Bedroom
1090,2,Horamavu Agara,4600000,2 BHK
2295,3,Vasanth nagar,65000000,6 Bedroom
4144,5,Whitefield,33100000,5 Bedroom
1800,3,Jogupalya,13000000,3 BHK
1046,2,8th Phase JP Nagar,4800000,2 BHK
1290,2,Uttarahalli,5612000,3 BHK
1065,2,Electronic City Phase II,3076000,2 BHK
1850,4,Ambedkar Nagar,12100000,3 BHK
1097,2,Battarahalli,4900000,2 BHK
1200,3,Kalena Agrahara,7000000,2 BHK
2160,3,Varthur,17000000,3 BHK
1140,2,Anekal,5200000,2 BHK
1297,2,Thigalarapalya,9800000,2 BHK
1150,2,Padmanabhanagar,5000000,2 BHK
1375,2,Kuvempu Nagar,4500000,2 BHK
1245,2,Babusapalaya,5800000,2 BHK
4750,6,Vasanth nagar,94800000,4 BHK
1800,3,Nagarbhavi,18000000,4 Bedroom
1594,3,Brookefield,14000000,3 BHK
2500,4,Rajaji Nagar,65000000,5 Bedroom
1000,2,Raja Rajeshwari Nagar,5000000,2 BHK
4000,5,Whitefield,54000000,6 Bedroom
1200,6,Uday Nagar,8500000,6 Bedroom
600,3,OMBR Layout,14000000,5 Bedroom
1570,2,Gopalkrishna Nagar,9500000,3 BHK
1290,2,Sarjapur  Road,8800000,2 BHK
1200,2,Kudlu Gate,4440000,2 BHK
2777.29,5,Langford Gardens,64900000,3 BHK
2250,3,Shanti Nagar,18000000,3 BHK
1270,2,Defence Colony,17200000,2 BHK
1145,2,Akshayanagara East,4400000,2 BHK
1320,2,Chikkabanavar,4600000,3 BHK
1650,3,Whitefield,4800000,3 BHK
1371,2,Sarjapur  Road,8600000,2 BHK
2700,5,Doddanakunte,15000000,5 Bedroom
1575,3,Electronic City,9450000,3 BHK
1362,2,Yelahanka,6600000,2 BHK
3210,,Bettahalsoor,35300000,5 Bedroom
1255,3,Haralur Road,9000000,3 BHK
925,2,Whitefield,3500000,2 BHK
1088,2,Electronics City Phase 1,3046000,2 BHK
2140,3,Sarjapur  Road,13900000,3 BHK
1584,3,Thubarahalli,10100000,3 BHK
1175,2,Whitefield,5000000,2 BHK
1555,3,Sarjapura - Attibele Road,5200000,3 BHK
1585,2,Dodda Nekkundi,7900000,3 BHK
1354,2,Kalena Agrahara,7100000,2 BHK
1165,2,Madiwala,4500000,2 BHK
1200,3,Kumaraswami Layout,7500000,3 Bedroom
1740,2,Hebbal,13700000,3 BHK
1200,9,Hebbal,18500000,9 Bedroom
600,4,Kattigenahalli,7000000,3 Bedroom
1340,2,Duddanahalli,4700000,3 BHK
1583,3,Begur Road,9523000,3 BHK
1200,5,"Beml layout, Rajarajeshwari nagar",32500000,4 Bedroom
1200,1,Basaveshwara Nagar,18000000,2 Bedroom
1115 - 1130,2,Bannerghatta Road,6174000,2 BHK
1573,3,Thanisandra,10000000,3 BHK
1227,2,CV Raman Nagar,4288000,2 BHK
1210,2,Yemlur,6000000,2 BHK
1650,3,Basavangudi,12500000,3 BHK
1000,4,Chikkalasandra,30000000,5 Bedroom
1485,2,Raja Rajeshwari Nagar,6300000,3 BHK
1735,3,Haralur Road,9700000,3 BHK
1730,3,Hebbal Kempapura,17500000,3 BHK
1684,3,Sector 1 HSR Layout,8600000,3 BHK
1686,3,Sai Gardens,7700000,3 BHK
1654,3,Bikasipura,8200000,3 BHK
1600,3,Green Glen Layout,10500000,3 BHK
1100,2,KR Puram,3990000,2 BHK
1655,3,Bannerghatta Road,9500000,3 BHK
1830,3,Hennur,12100000,3 BHK
1430,3,Hebbal,8500000,3 BHK
1989,4,Judicial Layout,15500000,3 BHK
1044,2,Sarjapur  Road,5500000,2 BHK
1426,3,Banashankari,8500000,3 BHK
1000,2,Yelahanka,2900000,2 BHK
754,2,Kathriguppe,6999000,2 Bedroom
900,2,Kodichikkanahalli,3500000,2 BHK
1200,2,Gulakamale,5000000,2 BHK
580,1,Malleshwaram,4500000,1 BHK
1030,2,Munnekollal,5036000,2 BHK
1910,4,Koramangala,15000000,3 BHK
1950,3,Mahalakshmi Puram,13200000,3 BHK
1200,2,Konanakunte Cross,13000000,3 Bedroom
1314,2,Rajaji Nagar,22500000,2 Bedroom
1400,2,Kothanur,6500000,2 BHK
1400,2,Kaggadasapura,6800000,3 BHK
1115,2,Hulimavu,4460000,2 BHK
1300,2,Bharathi Nagar,5586000,2 BHK
2400,4,Arishinakunte,15000000,4 Bedroom
1332,2,Kanakpura Road,10800000,2 BHK
1000,2,Abbigere,4100000,2 BHK
1200,3,Whitefield,6775000,3 Bedroom
2444,4,Whitefield,14500000,4 BHK
1600,3,Sarjapur  Road,8500000,3 BHK
1196,2,Marathahalli,5795000,2 BHK
1025,2,Electronic City,5400000,2 BHK
